-32 -12
-30 -10
-32 -10
-27 -7
-25 -5
-27 -5
32.4	73.8
-25.8	-41.9
77.1	-24.4
-95.3	-66.2
-90.6	72.2
81.6	90.4
35.7	-71.5
24.8	58.4
-89.7	-95.8
59.1	5.4
-67.8	-9.1
-22.4	43.3
68.1	28.4
25.9	60.9
-42.4	23.5
-88.5	20.8
17.0	85.8
83.1	-31.0
93.6	-32.6
48.2	-1.5
-61.4	-31.6
-23.2	99.0
71.9	17.1
-9.8	14.2
-97.4	38.2
-95.5	-55.4
-11.8	42.1
-28.3	-21.5
-93.9	20.6
-80.9	25.0
57.2	89.3
64.8	-36.2
-50.7	61.3
-46.5	-88.4
-21.0	-31.7
-6.3	83.6
67.6	-14.8
61.5	-7.5
-56.2	23.1
11.6	46.9
-21.4	21.0
96.8	-11.6
51.2	-7.1
19.7	66.7
11.9	90.8
-66.0	-16.8
-0.8	-83.7
-16.1	4.0
15.6	-54.2
-1.0	67.2
-75.9	-15.1
84.8	-0.9
21.4	56.1
29.1	65.2
-95.2	-77.9
37.3	-11.7
54.4	-81.4
14.7	67.4
91.2	27.1
17.3	-38.3
3.4	67.4
-62.0	-54.9
-52.2	-8.3
75.2	75.2
-35.4	51.7
40.0	-79.3
95.2	-96.1
-88.6	94.8
79.3	-96.5
-56.4	-80.5
38.6	-15.3
48.2	22.3
-53.3	39.7
-15.8	-51.2
-85.7	-74.6
96.8	4.4
-51.5	69.4
51.9	-6.0
3.7	-84.3
-74.8	48.5
68.1	6.0
-54.5	85.3
42.9	2.2
-24.9	35.6
-37.3	-20.8
-29.3	56.6
69.3	28.2
47.2	26.2
-5.4	51.5
10.2	36.9
88.2	0.0
38.5	-66.3
87.0	-22.8
11.3	-14.8
64.3	-43.8
-11.1	96.7
94.9	-97.5
-33.2	62.7
95.5	44.8
53.8	-45.4
-5.0	-20.4
46.3	50.5
3.5	80.3
92.9	70.9
-33.7	-41.1
59.1	51.8
-7.8	22.4
50.8	-16.5
71.3	-67.8
97.6	5.0
-53.9	-18.3
31.7	-85.0
42.7	-15.7
-49.3	-45.6
65.3	58.1
2.0	59.3
71.6	60.8
-24.3	42.3
-35.8	-50.1
80.5	-64.9
11.2	-95.9
33.4	-60.8
37.2	-84.5
8.8	-6.7
48.8	-76.9
-5.3	98.2
58.5	-42.1
29.6	20.6
30.9	-58.2
-27.7	64.7
7.2	-61.3
96.0	-47.1
77.0	23.9
-82.6	25.2
45.0	35.6
53.9	19.5
-3.1	-84.8
-89.7	-98.0
-54.2	79.6
-14.1	-32.2
69.3	42.8
-82.3	-39.2
-10.9	-52.8
97.2	19.7
62.1	85.9
-1.1	51.6
78.2	-0.4
19.0	81.5
100.0	32.2
93.6	30.1
-48.6	-68.4
-1.4	37.4
-1.1	37.5
58.3	26.3
49.8	-52.6
-3.6	-20.5
32.5	-73.4
-86.8	-48.4
38.1	-94.2
-77.5	-88.9
19.4	14.4
-78.2	0.1
35.7	-92.5
-11.0	78.1
32.1	-29.8
-86.2	-14.6
98.8	-40.0
30.1	-63.9
76.1	9.0
75.3	8.3
70.4	-86.9
0.0	50.5
90.7	-9.7
58.2	-73.2
96.4	39.3
-41.9	-2.4
-80.7	-21.3
-21.4	-69.9
-47.0	-22.2
-55.2	47.7
25.3	4.5
-37.6	77.1
-28.1	44.8
20.7	-62.3
-14.8	-36.2
-68.7	-52.1
31.1	-74.1
-36.7	-78.4
32.0	-77.0
8.6	56.6
87.4	48.0
-60.1	-9.6
84.4	98.8
90.8	-93.0
-34.7	-98.2
-43.7	60.2
-7.3	22.1
5.9	81.8
90.8	58.3
-16.9	28.9
-27.2	-94.0
19.8	-65.2
-18.4	44.0
77.4	25.4
10.1	75.9
-57.0	-93.8
-51.0	-90.2
-16.4	-52.8
97.1	24.9
78.7	64.0
-30.9	-23.0
72.6	-38.3
37.1	41.4
-14.8	-97.5
56.7	-93.0
58.3	98.0
-38.1	38.7
-22.7	74.9
23.7	38.5
49.0	-74.2
13.8	64.1
12.8	28.2
34.4	44.1
-62.0	68.1
58.8	41.4
95.7	21.1
23.5	33.9
95.6	52.6
-63.8	-9.7
78.3	23.4
16.5	4.4
62.4	-79.0
96.4	54.8
-35.7	93.0
86.9	68.0
-47.3	-69.2
-24.9	-43.9
-39.6	-30.4
-5.1	25.9
-69.1	89.7
-26.2	71.7
2.8	48.1
-89.6	45.0
2.0	-47.8
-38.3	22.5
-23.8	-6.0
95.3	-39.4
95.5	67.9
-12.9	-75.5
-2.9	-72.3
-47.9	12.1
-15.0	-10.3
-74.2	-23.6
70.7	49.0
72.9	-27.4
37.8	-36.1
49.2	50.4
-38.2	-62.1
-98.0	94.7
29.0	96.0
22.7	46.1
-19.7	29.6
49.4	-63.2
30.8	13.4
-23.3	-73.7
-71.6	15.6
-91.1	27.2
-86.7	-6.5
64.2	98.4
67.1	45.0
-14.5	-58.3
22.7	-34.8
-65.3	89.1
46.0	-72.4
-74.1	-70.5
52.9	82.8
-94.9	27.9
96.4	20.0
-50.2	-77.9
19.6	43.6
38.5	-64.8
62.2	32.0
-70.9	-70.4
-44.4	-80.1
13.6	-51.1
-20.1	10.8
-70.9	16.0
86.2	51.1
73.3	84.7
50.4	23.9
7.8	-68.0
92.9	32.8
33.8	-52.9
22.2	-96.5
-52.4	92.2
-90.7	67.6
-46.8	27.1
-60.5	29.8
-16.5	-37.4
-20.4	74.6
38.7	-14.6
-19.0	35.3
-21.7	-26.0
-33.2	-68.8
-68.1	-25.8
-55.5	-10.8
-45.1	40.7
-45.2	-35.9
-99.5	83.1
61.8	-48.3
-64.3	7.6
-13.4	74.4
92.7	-35.5
-39.2	97.2
-54.4	72.6
90.6	22.9
41.5	25.3
-85.2	11.7
-84.1	91.8
-9.4	-16.3
-6.1	61.6
-3.0	75.7
75.4	-6.8
-45.2	-35.8
-69.4	-40.8
30.2	79.4
58.5	86.5
-48.8	-23.6
39.3	-80.5
76.0	87.8
41.5	31.4
-63.3	37.9
-32.1	15.7
56.8	91.4
77.8	39.2
5.7	77.4
-30.6	-63.6
-88.7	5.4
9.0	-82.3
-90.6	-77.1
46.6	-61.1
18.3	-90.0
-15.1	92.5
28.5	-71.3
42.9	-36.9
-91.1	-50.3
19.4	61.8
85.5	48.8
7.7	-63.0
55.9	6.1
30.0	31.6
-70.1	53.5
-29.2	-14.6
-63.4	-84.3
-76.0	60.7
-39.4	-75.0
-46.8	82.0
12.0	89.2
77.3	51.9
-61.1	3.8
-81.8	65.8
-31.1	-18.9
-56.6	-19.3
40.9	-69.5
42.3	-9.0
-81.7	-26.2
42.4	13.6
27.3	49.4
-82.1	-53.9
-37.6	85.4
8.4	95.1
30.7	96.4
78.3	-3.5
-46.5	42.4
14.9	-21.7
-27.1	63.3
-89.9	-76.7
-78.2	-52.5
-79.7	-19.5
-2.8	28.5
-73.7	-33.9
76.1	91.7
7.1	-73.1
43.5	-58.3
17.7	-40.2
22.6	-78.0
22.2	-34.6
-79.4	-66.3
84.9	37.6
-98.9	-56.9
-98.7	-12.9
6.3	-10.5
44.8	-28.8
24.9	43.6
68.2	34.9
82.1	55.1
-14.8	-30.3
21.8	5.3
55.9	-36.7
-39.1	-78.7
51.0	-69.6
-17.7	10.2
93.2	33.0
-31.5	7.2
98.8	43.2
-42.5	55.9
-54.6	87.0
-98.6	12.9
99.3	82.2
47.5	27.5
18.0	78.6
9.2	98.0
3.6	-21.5
-85.1	-83.8
6.2	-33.0
42.4	-39.5
-88.3	-37.1
-55.2	-66.2
-26.3	84.4
-39.8	-25.3
-64.7	21.5
-69.0	10.8
-91.2	-74.4
-98.8	48.0
77.0	10.9
33.3	22.1
95.5	67.1
77.4	7.6
-10.6	-60.5
-44.1	-56.4
-64.4	77.6
-6.1	-62.9
-47.9	-49.3
63.6	17.0
69.6	-57.7
-7.1	-94.6
50.7	-69.1
37.3	48.9
45.0	-65.8
-92.9	11.6
-99.7	-54.2
-40.6	83.9
33.8	-87.0
97.1	-97.2
-76.4	-64.5
-13.6	46.9
-77.4	84.2
-59.9	-34.1
-96.6	19.3
55.7	12.6
-41.7	44.8
15.5	-90.8
48.2	34.6
58.7	86.3
-33.4	-60.9
45.4	-60.6
-88.1	20.4
-91.4	47.4
-29.0	-71.4
-50.9	-46.6
-89.2	-52.2
46.3	42.3
60.7	-48.7
94.9	74.0
-8.7	2.3
-23.8	-98.2
-34.4	29.2
1.4	-5.2
17.0	67.5
-88.3	25.8
28.9	-41.4
4.2	80.3
25.6	-6.9
-4.7	-26.9
-87.7	-93.4
-45.7	95.7
71.8	65.8
77.7	96.2
-37.0	48.4
-33.7	63.1
-69.3	46.2
35.9	-48.9
-93.9	-93.5
-53.9	47.4
-36.5	-50.6
75.6	61.1
92.5	-99.5
41.7	-73.1
-17.7	32.4
-67.0	-90.9
-13.0	0.7
17.2	-0.4
77.8	5.2
17.9	-38.9
5.0	-43.0
23.2	4.6
12.7	21.6
-23.2	-49.9
79.5	58.2
-93.7	87.7
94.1	47.1
1.2	-96.2
-38.9	85.7
24.0	37.5
-35.3	58.9
-53.5	66.5
23.8	-67.6
-48.1	-88.3
30.7	40.1
-40.8	10.1
20.7	-73.6
43.3	59.4
77.1	-78.6
-74.2	-49.8
-71.5	83.0
-0.8	-80.5
-94.3	39.6
58.6	-67.1
-56.0	-8.2
96.8	50.8
-35.8	-10.4
-58.3	-92.4
14.1	67.5
12.2	39.7
-76.8	11.3
85.5	-90.3
-83.5	-32.9
3.4	10.1
84.8	-92.4
-68.1	91.4
17.1	-49.1
-53.7	66.0
-19.8	83.4
35.1	35.7
-51.0	52.8
52.5	67.9
-89.2	62.7
-63.6	-33.1
22.9	34.1
-29.1	62.6
42.8	75.3
-76.1	-11.1
48.0	62.8
42.6	-33.5
-58.3	55.0
-98.0	-7.3
-28.0	-66.3
-43.6	-38.9
-62.3	-88.7
32.7	-30.3
10.6	68.5
60.7	-36.3
-81.3	-86.4
-41.1	77.8
-43.4	-99.0
-27.9	92.4
-2.7	-53.2
-60.9	-21.0
95.8	39.2
-56.0	-41.2
-5.8	-1.0
-73.4	-3.3
84.6	55.6
42.4	44.9
81.4	28.9
-24.8	-4.5
74.1	14.6
-7.8	-9.5
66.8	24.9
48.5	47.5
17.9	26.5
-2.4	-3.2
65.4	54.0
90.8	-72.0
6.8	16.6
38.0	43.6
30.2	95.9
92.7	19.5
17.9	56.4
-85.2	43.1
45.1	-35.3
40.5	-83.1
-5.1	-91.8
41.5	69.5
-17.3	68.1
22.2	-48.1
-9.5	56.9
13.8	-26.1
5.6	-86.2
-82.6	32.4
53.9	-10.5
25.8	58.6
-49.6	12.6
-31.0	-73.3
-60.1	-14.8
56.3	-1.2
4.8	34.5
-38.0	-9.7
-2.7	24.9
97.9	-8.8
21.1	48.1
39.9	22.4
94.5	82.9
-91.9	55.2
-30.4	1.1
-59.2	55.5
1.6	63.0
-59.2	55.8
24.2	94.3
-7.4	10.5
3.1	34.1
-59.0	49.4
92.6	55.1
73.8	30.1
-72.1	-61.7
52.3	-93.3
93.1	14.5
56.7	78.1
-62.3	-46.3
-89.0	82.3
-13.5	-64.2
-0.2	-80.8
41.4	73.7
26.0	-0.1
42.7	1.4
-41.2	-34.2
-41.3	-83.0
42.9	-19.1
-57.2	-61.3
-56.7	3.5
-80.1	60.7
-79.2	85.2
77.0	43.0
-32.0	-17.4
-70.3	-80.9
25.4	25.7
-12.4	10.0
-24.5	61.7
-34.1	32.6
29.2	-12.7
-41.6	-13.0
27.4	98.4
5.5	86.0
90.5	-82.6
-17.7	86.1
-33.4	-1.0
24.8	-8.3
-76.5	75.2
-10.7	-14.8
-65.3	69.6
-57.1	40.1
92.2	-73.0
47.2	-55.3
95.2	67.5
4.1	71.4
9.1	-93.8
-76.4	98.9
41.0	-73.6
15.0	22.2
-23.7	-74.3
56.9	60.7
38.0	-89.7
-39.2	29.6
30.3	-46.2
42.0	95.5
4.1	-33.1
33.1	-71.4
91.9	-37.4
50.0	-38.5
98.3	44.1
22.0	-4.4
86.0	-8.6
38.8	2.7
77.6	-79.8
48.4	53.2
-23.5	53.9
-8.5	-22.7
-86.4	80.4
21.2	-15.2
-6.5	8.0
-10.8	-73.1
33.0	65.4
58.7	-50.7
